The three strikes law is working.	It is not a good idea to end the three-strikes law.	support	(three strikes law; has property; effective)(effective; is a; good idea)(good idea; has context; working)(working; created by; three-strikes law)
Payday loans take advantage of poor people.	Loans with high interest rates cause the payment amount to be much higher.	support	(payday loans; capable of; high interest)(high interest; used for; poor)(poor; receives action; payment)(payment; has property; much higher)
School uniforms help to prevent bullying	Bullies wear school uniforms as well	counter	(school uniforms; has property; effective on surface)(effective on surface; not capable of; prevent bullying)(prevent bullying; desires; closer evaluation)(closer evaluation; used for; bullies)(bullies; has subevent; troubled past)(troubled past; capable of; change)(change; created by; counciling)(counciling; not part of; uniforms)
If people haven't learned from their first two offenses, they deserve severe punishment.	If people don't learn, they deserve harsh punishment.	support	(people; not capable of; learn)(people; capable of; deserve harsh punishment)(deserve harsh punishment; synonym of; deserve severe punishment)(learn; has context; first two offenses)
Payday loans can ruin people economically because they attract the poor, who already have financial problems, and the interest rates are so high.	Payday loans cost money in interest.	support	(payday loans; capable of; cost money)(payday loans; capable of; predatory lending)(predatory lending; capable of; ruin people economically)
Dressing similarly allows people to focus on learning alone	Dressing similarly does not allow others to focus on you but focus on what to learn	support	(dressing similarly; causes; attention)(attention; used for; learning)(attention; not used for; focus)(focus; not used for; others)
payday loans should not exist.	Payday loans are exploitative.	support	(payday loans; has subevent; increases debt)(increases debt; desires; exploitative)(exploitative; desires; should not exist)
The three strikes law is effective.	The three strikes law does not prevent someone from committing crimes.	counter	(three strikes law; is not a; efficient)(efficient; created by; not prevent someone)(not prevent someone; not part of; effective)(not prevent someone; causes; commiting crime)
the military should not be based upon profit.	The military based upon profit would be a disaster.	support	(military; made of; independent)(independent; not used for; profit)(profit; causes; disaster)(disaster; created by; soldiers)
payday loans exploit the disadvantaged.	Payday loans need to be done away with.	support	(payday loans; desires; done away with)(payday loans; capable of; predatory lending)(predatory lending; capable of; exploit the disadvantaged)
people who commit crimes very often should be punished.	someone who has committed lots of violence belongs in the jail	support	(criminals; capable of; commit crimes)(commit crimes; part of; lots of violence)(lots of violence; receives action; punished)(punished; made of; jail)
School uniforms are good for students as they reduce negative feelings due to income inequality.	School uniforms are a confidence booster and an equalizer in schools as every child must wear the same things.	support	(school uniforms; has property; wear the same)(wear the same; has context; no distracting fashion)(no distracting fashion; not part of; expensive clothing)(expensive clothing; has context; income inequality)(income inequality; not capable of; confidence booster)(confidence booster; capable of; reduce negative feelings)
